Quarter,RiskFactor,Regionality,Treatment,Churn,CATE(1 vs 0),CATE(1 vs -1),CATE(0 vs -1)
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2,14,0,1,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
4,14,0,0,1,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
4,14,0,0,1,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,1,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,1,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,1,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,13,2,0,1,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
1,13,2,1,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2,13,2,0,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
1,13,2,1,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2,13,2,0,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
1,14,2,0,1,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
1,15,2,0,1,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2,15,2,0,0,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
3,15,2,0,0,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,14,2,0,1,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
1,14,2,1,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,10,2,-1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,11,2,-1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,11,2,0,1,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,11,2,0,1,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,0,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,-1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,0,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,0,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,0,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,15,0,0,0,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
1,16,0,1,1,0.0402447895999849,0.23045218130431677,0.19020739170433187
2,16,0,0,0,-0.050865954315409245,-0.12581685830093475,-0.07495090398552551
3,16,0,0,0,0.00837130462362945,-0.028773692623886737,-0.03714499724751619
4,16,0,0,0,0.04734711300669117,-0.23282442748091603,-0.2801715404876072
1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2,10,0,0,1,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,0,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,-1,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,0,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,1,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,1,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,11,0,0,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,0,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,0,0,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,1,0,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
1,13,0,1,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2,9,0,0,0,0.19300098075150846,-0.12581685830093475,-0.3188178390524432
3,9,0,1,0,-0.05224759044497479,-0.44854737985338045,-0.39629978940840566
4,9,0,0,0,0.19880769282594515,-0.07831325301204817,-0.2771209458379933
1,9,0,0,0,-0.22820538262041784,-0.25393109172650213,-0.025725709106084294
2,9,0,0,1,0.19300098075150846,-0.12581685830093475,-0.3188178390524432
3,9,0,1,0,-0.05224759044497479,-0.44854737985338045,-0.39629978940840566
4,9,0,0,1,0.19880769282594515,-0.07831325301204817,-0.2771209458379933
1,9,0,0,1,-0.22820538262041784,-0.25393109172650213,-0.025725709106084294
2,9,0,0,1,0.19300098075150846,-0.12581685830093475,-0.3188178390524432
3,9,0,0,1,-0.05224759044497479,-0.44854737985338045,-0.39629978940840566
4,9,0,0,1,0.19880769282594515,-0.07831325301204817,-0.2771209458379933
1,10,0,-1,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,0,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,1,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,1,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,10,0,1,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
3,10,0,0,1,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
1,11,0,1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,1,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,1,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,1,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
1,12,1,0,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2,12,1,1,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
3,12,1,1,1,0.6335580711154193,0.1642734509130639,-0.4692846202023554
4,12,1,0,1,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
1,13,1,1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2,13,1,0,1,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
4,13,1,0,1,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
1,13,1,0,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2,13,1,0,1,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
3,13,1,-1,1,0.60311992596561,0.06614887212456799,-0.536971053841042
4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
1,13,1,0,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
1,13,1,-1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
1,14,1,1,1,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2,14,1,0,0,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
3,14,1,0,0,0.5423495913804981,0.037222478424138616,-0.5051271129563595
4,14,1,0,0,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
1,14,1,1,0,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,1,0,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,0,0,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,-1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,11,0,1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2,11,0,0,1,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
3,11,0,0,1,0.3241296181305793,-0.028773692623886737,-0.352903310754466
4,11,0,0,1,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
1,12,0,0,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
3,12,0,0,1,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
1,12,0,0,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
1,12,0,1,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
1,13,0,1,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2,15,2,0,1,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
3,15,2,0,0,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,15,2,0,1,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2,15,2,0,1,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
3,15,2,0,0,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
1,15,2,0,1,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2,15,2,0,1,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
