Year,Provider,Quarter,RiskFactor,Regionality,Treatment,Churn,CATE(1 vs 0),CATE(1 vs -1),CATE(0 vs -1)
2024,65,2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2024,65,3,12,0,0,1,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2024,65,4,12,0,1,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2025,65,1,12,0,1,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2016,66,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2016,66,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2016,66,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2017,66,1,13,1,0,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2017,66,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2017,66,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2017,66,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2018,66,1,13,1,0,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2018,66,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2018,66,3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
2018,66,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2019,66,1,14,1,0,1,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2019,66,2,14,1,0,0,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
2019,66,3,14,1,0,1,0.5423495913804981,0.037222478424138616,-0.5051271129563595
2019,66,4,14,1,0,0,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
2020,66,1,14,1,0,1,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2020,66,2,14,1,0,0,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
2020,66,3,14,1,0,0,0.5423495913804981,0.037222478424138616,-0.5051271129563595
2020,66,4,14,1,0,0,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
2021,66,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2021,66,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2021,66,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2021,66,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2022,66,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2022,66,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2022,66,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2022,66,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2023,66,1,14,0,1,0,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2023,66,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2023,66,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2023,66,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2024,66,1,13,0,1,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2024,66,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2024,66,3,13,0,1,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2024,66,4,13,0,1,1,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2025,66,1,13,0,1,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2016,67,2,14,1,0,0,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
2016,67,3,14,1,0,0,0.5423495913804981,0.037222478424138616,-0.5051271129563595
2016,67,4,14,1,0,0,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
2017,67,1,14,1,1,0,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2017,67,2,14,1,0,0,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
2017,67,3,14,1,0,0,0.5423495913804981,0.037222478424138616,-0.5051271129563595
2017,67,4,14,1,0,0,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
2018,67,1,14,1,0,0,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2018,67,2,14,1,0,0,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
2018,67,3,14,1,1,0,0.5423495913804981,0.037222478424138616,-0.5051271129563595
2018,67,4,14,1,0,1,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
2019,67,1,14,1,0,1,0.12591618012815775,0.09292243185642968,-0.032993748271728074
2019,67,2,14,1,0,1,-0.04346566212691977,-0.22413793103448276,-0.180672268907563
2019,67,3,14,1,1,1,0.5423495913804981,0.037222478424138616,-0.5051271129563595
2019,67,4,14,1,0,1,0.23332354733065785,-0.05196220930232548,-0.28528575663298333
2020,67,1,15,1,0,1,0.08377624471732714,-0.15350485225520716,-0.2372810969725343
2020,67,2,15,1,0,1,-0.006251190702991072,-0.22413793103448276,-0.2178867403314917
2020,67,3,15,1,0,1,0.3196456138392138,-0.055574555403556714,-0.3752201692427705
2020,67,4,15,1,0,0,0.2743811485331701,-0.05196220930232548,-0.32634335783549556
2021,67,1,15,1,0,1,0.08377624471732714,-0.15350485225520716,-0.2372810969725343
2021,67,2,15,1,0,1,-0.006251190702991072,-0.22413793103448276,-0.2178867403314917
2021,67,3,15,1,0,1,0.3196456138392138,-0.055574555403556714,-0.3752201692427705
2021,67,4,15,1,0,0,0.2743811485331701,-0.05196220930232548,-0.32634335783549556
2022,67,1,15,1,0,1,0.08377624471732714,-0.15350485225520716,-0.2372810969725343
2022,67,2,15,1,0,1,-0.006251190702991072,-0.22413793103448276,-0.2178867403314917
2022,67,3,15,1,0,1,0.3196456138392138,-0.055574555403556714,-0.3752201692427705
2022,67,4,15,1,0,0,0.2743811485331701,-0.05196220930232548,-0.32634335783549556
2023,67,1,16,1,1,1,0.058433327971985305,-0.0005678287439031537,-0.05900115671588846
2023,67,2,16,1,0,1,-0.03848960475514457,-0.22413793103448276,-0.1856483262793382
2023,67,3,16,1,0,1,0.17990588824413084,-0.055574555403556714,-0.23548044364768755
2023,67,4,16,1,0,0,0.1367407748761614,-0.05196220930232548,-0.18870298417848688
2024,67,1,16,1,1,1,0.058433327971985305,-0.0005678287439031537,-0.05900115671588846
2024,67,2,16,1,0,1,-0.03848960475514457,-0.22413793103448276,-0.1856483262793382
2024,67,3,16,1,0,1,0.17990588824413084,-0.055574555403556714,-0.23548044364768755
2024,67,4,16,1,0,1,0.1367407748761614,-0.05196220930232548,-0.18870298417848688
2025,67,1,16,1,1,1,0.058433327971985305,-0.0005678287439031537,-0.05900115671588846
2016,68,2,10,1,0,0,-0.0005810521010050085,-0.22413793103448276,-0.22355687893347775
2016,68,3,10,1,0,0,0.4355340370470922,-0.055574555403556714,-0.4911085924506489
2016,68,4,10,1,0,0,0.13171804093805872,-0.17452528269682094,-0.30624332363487966
2017,68,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2017,68,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2017,68,3,11,1,1,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2017,68,4,11,1,0,1,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2018,68,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2018,68,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2018,68,3,11,1,0,1,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2018,68,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2019,68,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2019,68,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2019,68,3,11,1,0,1,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2019,68,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2020,68,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2020,68,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2020,68,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2020,68,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2021,68,1,12,1,0,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2021,68,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2021,68,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2021,68,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2022,68,1,12,1,0,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2022,68,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2022,68,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2022,68,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2023,68,1,12,1,1,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2023,68,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2023,68,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2023,68,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2024,68,1,12,1,0,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2024,68,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2024,68,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2024,68,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2025,68,1,12,1,1,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2016,69,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2016,69,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2016,69,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2017,69,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2017,69,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2017,69,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2017,69,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2018,69,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2018,69,2,13,0,-1,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2018,69,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2018,69,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2019,69,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2019,69,2,13,0,-1,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2019,69,3,13,0,-1,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2019,69,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2020,69,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2020,69,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2020,69,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2020,69,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2021,69,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2021,69,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2021,69,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2021,69,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2022,69,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2022,69,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2022,69,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2022,69,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2023,69,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2023,69,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2023,69,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2023,69,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2024,69,1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2024,69,2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
2024,69,3,15,0,1,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
2024,69,4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
2025,69,1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2016,70,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2016,70,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2016,70,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2017,70,1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2017,70,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2017,70,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2017,70,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2018,70,1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2018,70,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2018,70,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2018,70,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2019,70,1,12,0,0,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2019,70,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2019,70,3,12,0,0,1,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2019,70,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2020,70,1,12,0,0,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2020,70,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2020,70,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2020,70,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2021,70,1,13,0,1,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2021,70,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2021,70,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2021,70,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2022,70,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2022,70,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2022,70,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2022,70,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2023,70,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2023,70,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2023,70,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2023,70,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2024,70,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2024,70,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2024,70,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2024,70,4,14,0,1,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2025,70,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2016,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2016,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2016,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2017,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2017,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2017,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2017,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2018,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2018,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2018,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2018,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2019,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2019,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2019,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2019,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2020,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2020,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2020,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2020,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2021,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2021,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2021,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2021,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2022,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2022,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2022,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2022,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2023,71,1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2023,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2023,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2023,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2024,71,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2024,71,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2024,71,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2024,71,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2025,71,1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2016,72,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2016,72,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2016,72,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2017,72,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2017,72,2,14,0,1,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2017,72,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2017,72,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2018,72,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2018,72,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2018,72,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2018,72,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2019,72,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2019,72,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2019,72,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2019,72,4,14,0,0,1,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2020,72,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2020,72,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2020,72,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2020,72,4,14,0,0,1,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2021,72,1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2021,72,2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
2021,72,3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
2021,72,4,15,0,0,1,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
2022,72,1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2022,72,2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
2022,72,3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
2022,72,4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
2023,72,1,15,0,0,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2023,72,2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
2023,72,3,15,0,0,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
2023,72,4,15,0,0,0,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
2024,72,1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2024,72,2,15,0,0,1,0.00875024956192838,0.2159769240014422,0.2072266744395138
2024,72,3,15,0,1,1,0.035870577835993234,0.0498178429212911,0.013947265085297866
2024,72,4,15,0,0,1,0.17991717507115756,-0.23282442748091603,-0.4127416025520736
2025,72,1,15,0,1,1,0.06474658791076338,0.14850604244387922,0.08375945453311584
2016,73,2,13,2,0,1,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2016,73,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2016,73,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2017,73,1,13,2,1,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2017,73,2,13,2,0,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2017,73,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2017,73,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2018,73,1,13,2,1,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2018,73,2,13,2,0,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2018,73,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2018,73,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2019,73,1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2019,73,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2019,73,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2019,73,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2020,73,1,14,2,0,1,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2020,73,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2020,73,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2020,73,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2021,73,1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2021,73,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2021,73,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2021,73,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2022,73,1,15,2,0,1,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2022,73,2,15,2,0,0,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
2022,73,3,15,2,0,0,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
2022,73,4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2023,73,1,14,2,0,1,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2023,73,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2023,73,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2023,73,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2024,73,1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2024,73,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2024,73,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2024,73,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2025,73,1,14,2,1,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2016,74,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2016,74,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2016,74,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2017,74,1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2017,74,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2017,74,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2017,74,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2018,74,1,10,2,-1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2018,74,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2018,74,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2018,74,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2019,74,1,11,2,-1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2019,74,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2019,74,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2019,74,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2020,74,1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2020,74,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2020,74,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2020,74,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2021,74,1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2021,74,2,11,2,0,1,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2021,74,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2021,74,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2022,74,1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2022,74,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2022,74,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
